,address,city,country,currency,cusip,description,employeeTotal,exchange,finnhubIndustry,ggroup,gind,gsector,gsubind,ipo,isin,logo,marketCapitalization,naics,naicsNationalIndustry,naicsSector,naicsSubsector,name,phone,sedol,shareOutstanding,state,ticker,weburl
0,2401 Utah Ave S,Seattle,US,USD,855244109,"Starbucks Corp. engages in the production, marketing, and retailing of specialty coffee. The company is headquartered in Seattle, Washington and currently employs 346,000 full-time employees. As of October 2, 2016, the Company operated in 75 countries. The firm operates through four segments: Americas, which is inclusive of the United States, Canada, and Latin America; China/Asia Pacific (CAP); Europe, Middle East, and Africa (EMEA), and Channel Development. The firm's Americas, CAP, and EMEA segments include both company-operated and licensed stores. Its Channel Development segment includes roasted whole bean and ground coffees, Tazo teas, Starbucks- and Tazo-branded single-serve products, a range of ready-to-drink beverages, such as Frappuccino, Starbucks Doubleshot and Starbucks Refreshers beverages and other branded products sold across the world through channels, such as grocery stores, warehouse clubs, specialty retailers, convenience stores and the United States foodservice accounts.",346000,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Restaurants,1992-06-01,US8552441094,https://static.finnhub.io/logo/8d4c97ac-80e0-11ea-b957-00000000092a.png,100849.6,Limited-Service Eating Places,Snack and Nonalcoholic Beverage Bars,Accommodation and Food Services,Food Services and Drinking Places,Starbucks Corp,12064471575,2842255,1169.0,WASHINGTON,SBUX,https://www.starbucks.com/
0,225 Binney St,Cambridge,US,USD,09062X103,"Biogen, Inc. is a biopharmaceutical company, which engages in discovering, developing, and delivering therapies for neurological and neurodegenerative diseases. The company is headquartered in Cambridge, Massachusetts and currently employs 7,800 full-time employees. The firm focuses on discovering, developing, manufacturing and delivering therapies to people living with serious neurological, rare and autoimmune diseases. The firm markets products, including TECFIDERA, AVONEX, PLEGRIDY, TYSABRI, ZINBRYTA and FAMPYRA for multiple sclerosis (MS), FUMADERM for the treatment of severe plaque psoriasis and SPINRAZA for the treatment of spinal muscular atrophy (SMA). The company also has a collaboration agreement with Genentech, Inc. (Genentech), a member of the Roche Group, with respect to RITUXAN for the treatment of non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL) and other conditions, GAZYVA indicated for the treatment of CLL and follicular lymphoma, and other anti-CD20 therapies. The firm's product candidate includes OCREVUS; Biosimilar adalimumab; Aducanumab; E2609; BIIB074; BAN2401; Opicinumab; CIRARA; BIIB061; BIIB054; BIIB067, and BIIB068.",7400,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,1991-09-17,US09062X1037,https://static.finnhub.io/logo/4eb95aee-80e0-11ea-a580-00000000092a.png,43694.52,Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Biogen Inc,17814642000,2455965,158.313471,MASSACHUSETTS,BIIB,https://www.biogen.com/
0,1 Technology Way,Norwood,US,USD,032654105,"Analog Devices, Inc. engages in the design, development, manufacture, and marketing of integrated circuits (ICs). The company is headquartered in Norwood, Massachusetts and currently employs 16,400 full-time employees. Its products include Analog Products, Converters, Amplifiers/Radio Frequency, Other Analog, Power Management and Reference, and Digital Signal Processing Products. The firm is a supplier of data converter products. The firm is a supplier of high-performance amplifiers. Its analog product line also includes products of high performance radio frequency (RF) ICs. The firm's DSPs are used for high-speed numeric calculations. The firm offers its products for applications in various end markets, such as industrial, automotive, consumer and communications. The firm operates in the United States, Rest of North/South America, Europe, Japan and China.",16400,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1979-04-03,US0326541051,https://static.finnhub.io/logo/638498fa-80eb-11ea-8d04-00000000092a.png,43354.89,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Analog Devices Inc,17813294700,2032067,369.166257,MASSACHUSETTS,ADI,http://www.analog.com/
0,690 E Middlefield Rd,Mountain View,US,USD,871607107,"Synopsys, Inc. engages in the provision of software products and consulting services in the electronic design automation industry. The company is headquartered in Mountain View, California and currently employs 13,896 full-time employees. The firm supplies the electronic design automation (EDA) software that engineers use to design and test integrated circuits, also known as chips. The company also offers IP products, which are pre-designed circuits that engineers use as components of larger chip designs rather than designing those circuits themselves. The company provides software and hardware used to develop the electronic systems that incorporate chips and the software that runs on them. The company provides technical services to support its solutions and help its customers develop chips and electronic systems. The company is also a provider of software tools that developers use to develop software code in a range of industries, including electronics, financial services, energy, and industrials. The company offers products and services in four categories: core EDA; IP, Systems and Software Integrity; Manufacturing Solutions, and Professional Services and Other.",13896,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,1992-02-26,US8716071076,https://static.finnhub.io/logo/b5dff9e4-80e0-11ea-b347-00000000092a.png,31715.16,Computer Systems Design and Related Services,Custom Computer Programming Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Synopsys Inc,16505845000,2867719,151.761689,CALIFORNIA,SNPS,https://www.synopsys.com/
0,"255 FISERV DR, PO Box 979",Brookfield,US,USD,337738108,"Fiserv, Inc. engages in the provision of financial services technology. The company is headquartered in Brookfield, Wisconsin and currently employs 24,000 full-time employees. The firm provides account processing systems; electronic payments processing products and services, such as electronic bill payments, transaction processing, account-to-account transfers, and person-to-person payments; Internet and mobile banking systems, and related services, including document and payment card production and distribution, and lending and risk management products and services. The firm operates through two segments: Payments and Industry Products and the Financial Institution Services. The Payments segment services include electronic bill payment and presentment services, Internet and mobile banking software and services, and other electronic payments software and services. The Financial segment provides account processing services, item processing and source capture services, loan origination and servicing products, cash management and consulting services, and other products and services.",44000,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,1986-09-25,US3377381088,https://static.finnhub.io/logo/00c11766-80e0-11ea-af10-00000000092a.png,66315.44,Computer Systems Design and Related Services,Custom Computer Programming Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Fiserv Inc,14148795000,2342034,669.649953,WISCONSIN,FISV,https://www.fiserv.com/
0,911 Panorama Trl S,Rochester,US,USD,704326107,"Paychex, Inc. engages in the provision of human capital management solutions for payroll, human resource, insurance, and retirement for small and medium sized businesses. The company is headquartered in Rochester, New York and currently employs 15,700 full-time employees. The firm also has operations in Germany. The firm offers services, including Payroll processing, Human Resource Services, and Accounting and Financial Services. As of May 31, 2016, the Company serviced approximately 605,000 payroll clients. The company offers a portfolio of HCM services and products that allows its clients to meet their payroll and HR needs. Its payroll-related ancillary services and human resource service (HRS) offerings often leverage the information gathered in the base payroll processing service, allowing it to provide outsourcing services covering the HCM spectrum. The Company, through its HCM software-as-a-service platform, Paychex Flex, provides an integrated product suite that covers the employee life cycle from recruiting and hiring to retirement.",15800,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,2005-06-05,US7043261079,https://static.finnhub.io/logo/acaa8fac-80e0-11ea-9d58-00000000092a.png,27288.02,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Payroll Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Paychex Inc,15853856666,2674458,358.769682,NEW YORK,PAYX,http://www.paychex.com
0,345 PARK AVE,San Jose,US,USD,00724F101,"Adobe, Inc. engages in the provision of digital marketing and media solutions. The company is headquartered in San Jose, California and currently employs 22,634 full-time employees. The firm offers products and services used by professionals, marketers, knowledge workers, application developers, enterprises and consumers for creating, managing, measuring, optimizing and engaging with compelling content and experiences. The company operates through three segments: Digital Media, Digital Experience and Publishing. Its Digital Media segment provides tools and solutions that enable individuals, small and medium businesses and enterprises to create, publish, promote and monetize their digital content. Its Digital Experience segment provides solutions and services for how digital advertising and marketing are created, managed, executed, measured and optimized. Its Publishing segment addresses market opportunities ranging from the diverse authoring and publishing needs of technical and business publishing to its legacy type and original equipment manufacturer printing businesses.",22634,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,1986-01-08,US00724F1012,https://static.finnhub.io/logo/9b4b19c2-80df-11ea-becf-00000000092a.png,235966.5,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Adobe Inc,14085366000,2008154,479.665239,CALIFORNIA,ADBE,https://www.adobe.com/
0,170 W Tasman Dr,San Jose,US,USD,17275R102,"Cisco Systems, Inc. engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry. The company is headquartered in San Jose, California and currently employs 75,900 full-time employees. The company operates through three geographic segments: Americas; Europe, Middle East, and Africa; and Asia Pacific, Japan, and China. Its product and technologies includes infrastructure platforms; applications; security and other products. The company also offers technical support services and advanced services. Infrastructure Platforms consists of its core networking technologies of switching, routing, data center products and wireless that are designed to work together to deliver networking capabilities and transport and store data. Application product category consists primarily of software-related offerings that utilize the core networking and data center platforms to provide their functions. Security product category primarily includes Company’s unified threat management products, advanced threat security products, and web security products.",75900,NASDAQ NMS - GLOBAL MARKET,Communications,Technology Hardware & Equipment,Communications Equipment,Information Technology,Communications Equipment,1990-02-01,US17275R1023,https://static.finnhub.io/logo/ca223cac-80df-11ea-a99c-00000000092a.png,172808.4,Communications Equipment Manufacturing,Telephone Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Cisco Systems Inc,14085264000,2198163,4233.425297,CALIFORNIA,CSCO,https://www.cisco.com/
0,1 Adp Blvd,Roseland,US,USD,053015103,"Automatic Data Processing, Inc. engages in the provision of business outsourcing solutions specializes in cloud-based human capital management. The company is headquartered in Roseland, New Jersey and currently employs 58,000 full-time employees. The firm also provides business process outsourcing solutions. Its segments include Employer Services and Professional Employer Organization (PEO) Services. The Employer Services segment offers a range of human resources (HR) business process outsourcing and technology-enabled HCM solutions. These offerings include payroll services, benefits administration, talent management, HR management, time and attendance management, insurance services, retirement services, and tax and compliance services. ADP TotalSource, ADP's PEO business, offers small and mid-sized businesses a HR outsourcing solution through a co-employment model. As a PEO, ADP TotalSource provides HR management services while the client continues to direct the day-to-day job-related duties of the employees.",58000,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,1961-09-01,US0530151036,https://static.finnhub.io/logo/987cc1f6-80df-11ea-96e8-00000000092a.png,59563.11,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Payroll Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Automatic Data Processing Inc,19739745000,2065308,429.965405,NEW JERSEY,ADP,https://www.adp.com/
0,500 Water St Fl 15,Jacksonville,US,USD,126408103,"CSX Corp. engages in the provision of rail-based freight transportation services. The company is headquartered in Jacksonville, Florida and currently employs 22,475 full-time employees. The firm provides rail-based freight transportation services, including traditional rail service and transport of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. The firm categorizes its products into three primary lines of business: merchandise, intermodal and coal. The firm's intermodal business links customers to railroads through trucks and terminals. The firm's merchandise business consists of shipments in markets, such as agricultural and food products, fertilizers, chemicals, automotive, metals and equipment, minerals and forest products. The firm's coal business transports domestic coal, coke and iron ore to electricity-generating power plants, steel manufacturers and industrial plants, as well as export coal to deep-water port facilities.",20500,NASDAQ NMS - GLOBAL MARKET,Road & Rail,Transportation,Road & Rail,Industrials,Railroads,1980-11-03,US1264081035,https://static.finnhub.io/logo/b034979a-80eb-11ea-b0c3-00000000092a.png,57769.12,Rail Transportation,Line-Haul Railroads,Transportation and Warehousing,Rail Transportation,CSX Corp,19043593200,2160753,765.053,FLORIDA,CSX,https://www.csx.com/
0,2820 Orchard Pkwy,San Jose,US,USD,016255101,"Align Technology, Inc. engages in the design, manufacture, and market of orthodontics, restorative, and aesthetic dentistry products. The company is headquartered in San Jose, California and currently employs 11,660 full-time employees. The firm operates through two segments: Clear Aligner segment and Scanner and Services (Scanner) segment. The Clear Aligner segment consists of its Invisalign System, which includes Invisalign Full, Teen and Assist (Comprehensive Products), Express/Lite (Non-Comprehensive Products) and Vivera Retainers, along with its training and ancillary products for treating malocclusion (Non-Case). The Scanner segment consists of intra-oral scanning systems and other services available with the intra-oral scanners that provide digital alternatives to the traditional cast models. The Scanner segment includes its iTero scanner and OrthoCAD services.",14530,NASDAQ NMS - GLOBAL MARKET,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Supplies,2001-01-26,US0162551016,,24345.09,Medical Equipment and Supplies Manufacturing,Dental Equipment and Supplies Manufacturing,Manufacturing,Miscellaneous Manufacturing,Align Technology Inc,14084701000,2679204,78.786683,CALIFORNIA,ALGN,http://www.aligntech.com/
0,999 Lake Dr,Issaquah,US,USD,22160K105,"Costco Wholesale Corp. engages in the operation of membership warehouses. The company is headquartered in Issaquah, Washington and currently employs 149,000 full-time employees. As of August 28, 2016, the Company operated 715 warehouses across the world. The firm's average warehouse space is approximately 144,000 square feet. The firm's warehouses on average operate on a seven-day, 70-hour week. The firm offers merchandise in various categories, which include foods (including dry foods, packaged foods and groceries); sundries (including snack foods, candy, alcoholic and nonalcoholic beverages, and cleaning supplies); hardlines (including appliances, electronics, health and beauty aids, hardware, and garden and patio); fresh foods (including meat, produce, deli and bakery); softlines (including apparel and small appliances), and other (including gas stations and pharmacy).",149000,NASDAQ NMS - GLOBAL MARKET,Retail,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Hypermarkets & Super Centers,1985-12-05,US22160K1051,,153018.9,Other General Merchandise Stores,Warehouse Clubs and Supercenters,Retail Trade,General Merchandise Stores,Costco Wholesale Corp,14253138100,2701271,441.523711,WASHINGTON,COST,https://www.costco.com/
0,"Paccar Building, 777 106Th Avenue Ne",Bellevue,US,USD,693718108,"PACCAR, Inc. is a global technology company, which engages in the design and manufacture of light, medium, and heavy-duty trucks. The company is headquartered in Bellevue, Washington and currently employs 28,000 full-time employees. The firm's segments include Truck, Parts and Financial Services. The Truck segment includes the design, manufacture and distribution of light-, medium- and heavy-duty commercial trucks. The firm's trucks are marketed under the Kenworth, Peterbilt and DAF nameplates. The company also manufactures engines, primarily for use in the Company's trucks, at its facilities in Columbus, Mississippi; Eindhoven, the Netherlands, and Ponta Grossa, Brazil. The Parts segment includes the distribution of aftermarket parts for trucks and related commercial vehicles. The Financial Services segment includes finance and leasing products and services provided to customers and dealers. Its Other business includes the manufacturing and marketing of industrial winches. The firm operates in Australia and Brazil and sells trucks and parts to customers in Asia, Africa, Middle East and South America.",27000,NASDAQ NMS - GLOBAL MARKET,Machinery,Capital Goods,Machinery,Industrials,Construction Machinery & Heavy Trucks,1980-03-17,US6937181088,,29637.27,Motor Vehicle Manufacturing,Heavy Duty Truck Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Paccar Inc,14254687525,2665861,346.148924,WASHINGTON,PCAR,http://www.paccar.com/
